小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,F:M,6,
2,0,,C:M,1,
2,1,,F:M,6,
2,2,,D:m,27,
2,3,,F:M,6,
3,0,,Bb:M,11,
3,2,,F:M,6,
4,0,,Bb:M,11,
4,1,,C:V,13,
4,2,,F:M,6,
4,3,,C:M,1,
5,0,,D:m,27,
5,1,,G:M,8,
5,2,,C:M,1,
5,3,,F:M,6,
6,0,,Bb:M,11,
6,1,,A:m,34,
6,2,,C:V,13,
6,3,,F:M,6,
7,0,,C:M,1,
7,1,,C:V,13,
7,2,,F:M,6,
8,0,,C:M,1,
8,1,,F:M,6,
8,2,,D:m,27,
8,3,,F:M,6,
9,0,,Bb:M,11,
9,2,,F:M,6,
10,0,,Bb:M,11,
10,1,,C:V,13,
10,2,,F:M,6,
10,3,,C:M,1,
11,0,,D:m,27,
11,1,,G:M,8,
11,2,,C:M,1,
11,3,,F:M,6,
12,0,,Bb:M,11,
12,1,,A:m,34,
12,2,,C:V,13,
12,3,,F:M,6,
13,0,,C:M,1,
13,1,,C:V,13,
13,2,,F:M,6,
14,0,,C:M,1,
14,2,,F:M,6,
15,0,,C:M,1,
15,2,,F:M,6,
16,0,,F:M,6,
16,2,,C:M,1,
16,3,,C:V,13,
17,0,,F:M,6,
17,2,,C:M,1,
17,3,,F:M,6,
18,0,,G:m,32,
18,1,,D:m,27,
18,2,,G:m,32,
18,3,,C:M,1,
19,0,,F:M,6,
19,2,,D:m,27,
19,3,,A:m,34,
20,0,,Bb:M,11,
20,1,,F:M,6,
20,2,,C:V,13,
20,3,,F:M,6,
21,0,,G:V,20,
21,1,,C:M,1,
21,2,,F:M,6,
