小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:M,5,
2,0,,A:m,34,
2,1,,Ab:d,45,
2,2,,A:m,34,
2,3,,E:M,5,
3,0,,E:M,5,
3,1,,A:m,34,
3,2,,E:M,5,
3,3,,G:V,20,
4,0,,A:m,34,
4,1,,E:M,5,
4,2,,F:M,6,
4,3,,B:d,48,
5,0,,A:m,34,
5,1,,E:M,5,
5,2,,A:m,34,
5,3,,E:M,5,
6,0,,A:m,34,
6,1,,Ab:d,45,
6,2,,A:m,34,
6,3,,E:M,5,
7,0,,E:M,5,
7,1,,A:m,34,
7,2,,E:M,5,
7,3,,G:V,20,
8,0,,A:m,34,
8,1,,E:M,5,
8,2,,F:M,6,
8,3,,B:d,48,
9,0,,A:m,34,
9,1,,E:M,5,
9,2,,A:m,34,
9,3,,D:M,3,
10,0,,G:M,8,
10,1,,E:m,29,
10,2,,B:M,12,
10,3,,E:m,29,
11,0,,E:m,29,
11,1,,A:m,34,
11,2,,B:M,12,
11,3,,E:m,29,
12,0,,F:M,6,
12,1,,A:m,34,
12,2,,E:M,5,
12,3,,A:m,34,
13,0,,A:m,34,
13,1,,E:M,5,
13,2,,A:m,34,
13,3,,E:M,5,
14,0,,E:M,5,
14,1,,A:m,34,
14,2,,D:m,27,
14,3,,Db:d,38,
15,0,,D:M,3,
15,1,,Eb:d,40,
15,2,,E:M,5,
