小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,A:M,10,
2,0,,Gb:m,31,
2,2,,Db:m,26,
3,0,,D:M,3,
3,2,,E:m,29,
4,0,,A:M,10,
4,1,,D:M,3,
4,2,,E:M,5,
5,0,,A:M,10,
6,0,,Db:M,2,
7,0,,Gb:m,31,
7,2,,E:M,5,
8,0,,A:M,10,
8,1,,D:M,3,
8,2,,E:M,5,
9,0,,A:M,10,
10,0,,Gb:m,31,
10,2,,Db:m,26,
11,0,,D:M,3,
11,2,,E:V,17,
12,0,,A:M,10,
12,1,,D:M,3,
12,2,,E:M,5,
13,0,,A:M,10,
14,0,,Db:M,2,
15,0,,Gb:m,31,
15,2,,E:V,17,
16,0,,A:M,10,
16,1,,D:M,3,
16,2,,E:M,5,
17,0,,A:M,10,
18,0,,D:M,3,
18,1,,Ab:d,45,
18,2,,A:M,10,
19,0,,F:d,42,
19,1,,Gb:m,31,
19,2,,Db:M,2,
20,0,,Gb:m,31,
20,1,,B:m,36,
20,2,,Db:M,2,
21,0,,Gb:m,31,
21,2,,B:V,24,
22,0,,E:M,5,
22,2,,E:V,17,
23,0,,A:M,10,
23,1,,Gb:m,31,
23,2,,B:M,12,
24,0,,E:M,5,
24,2,,Db:m,26,
25,0,,Gb:m,31,
25,1,,A:M,10,
25,2,,D:M,3,
26,0,,E:M,5,
26,1,,B:M,12,
26,2,,E:M,5,
27,0,,A:M,10,
27,2,,A:V,22,
28,0,,D:M,3,
28,2,,A:M,10,
29,0,,B:m,36,
29,2,,G:M,8,
30,0,,Db:d,38,
30,0.5,,Gb:V,19,
30,1,,G:M,8,
30,2,,Gb:V,19,
31,0,,B:M,12,
31,2,,E:M,5,
32,0,,A:M,10,
32,2,,Gb:m,31,
33,0,,B:m,36,
33,2,,G:M,8,
34,0,,E:m,29,
34,1,,Gb:m,31,
34,2,,E:m,29,
35,0,,D:M,3,
35,2,,A:M,10,
36,0,,B:M,12,
36,2,,E:M,5,
37,0,,A:M,10,
37,1,,B:M,12,
38,0,,E:M,5,
38,2,,Db:m,26,
39,0,,Gb:m,31,
39,2,,E:M,5,
40,0,,B:M,12,
40,2,,Db:m,26,
41,0,,B:m,36,
41,1,,A:M,10,
41,1.5,,A:V,22,
41,2,,B:V,24,
42,0,,E:M,5,
42,2,,Db:M,2,
43,0,,Gb:m,31,
43,1,,E:M,5,
43,2,,A:M,10,
44,0,,E:M,5,
44,1,,Gb:m,31,
44,2,,D:M,3,
45,0,,A:M,10,
45,1,,E:M,5,
45,2,,E:V,17,
46,0,,A:M,10,
