小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,G:M,8,
1,1,,D:M,3,
1,2,,G:M,8,
1,3,,D:M,3,
2,0,,E:m,29,
2,1,,D:M,3,
2,2,,A:M,10,
2,3,,D:M,3,
3,0,,E:m,29,
3,1,,D:M,3,
3,2,,G:M,8,
3,3,,A:m,34,
4,0,,G:M,8,
4,1,,D:M,3,
4,2,,G:M,8,
5,0,,G:M,8,
5,1,,D:M,3,
5,2,,G:M,8,
5,3,,D:M,3,
6,0,,E:m,29,
6,1,,D:M,3,
6,2,,A:M,10,
6,3,,D:M,3,
7,0,,E:m,29,
7,1,,D:M,3,
7,2,,G:M,8,
7,3,,A:m,34,
8,0,,G:M,8,
8,1,,D:M,3,
8,2,,G:M,8,
9,0,,G:M,8,
9,1,,C:M,1,
9,2,,D:M,3,
9,3,,C:M,1,
10,0,,G:M,8,
10,1,,D:M,3,
10,2,,G:M,8,
11,0,,G:M,8,
11,2,,C:M,1,
11,3,,D:M,3,
12,0,,C:M,1,
12,1,,G:M,8,
12,2,,D:M,3,
13,0,,G:M,8,
13,2,,A:m,34,
13,3,,G:M,8,
14,0,,C:M,1,
14,1,,Gb:d,43,
14,2,,G:M,8,
15,0,,C:M,1,
15,2,,G:M,8,
15,3,,D:M,3,
16,0,,C:M,1,
16,1,,G:M,8,
16,2,,D:V,15,
16,3,,G:M,8,
17,0,,D:M,3,
17,2,,G:M,8,
