小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:m,29,
2,0,,E:m,29,
2,2,,A:M,10,
2,3,,B:V,24,
3,0,,E:m,29,
3,2,,Eb:d,40,
3,3,,E:m,29,
4,0,,B:M,12,
4,3,,D:M,3,
5,0,,E:m,29,
5,1,,D:M,3,
5,3,,A:M,10,
6,0,,E:m,29,
6,1,,Gb:m,31,
6,2,,G:M,8,
7,0,,D:M,3,
8,0,,B:m,36,
8,3,,Gb:m,31,
9,0,,G:M,8,
9,1,,D:M,3,
9,2,,E:m,29,
9,3,,B:m,36,
10,0,,B:m,36,
10,2,,Gb:m,31,
10,3,,A:m,34,
11,0,,B:M,12,
11,3,,E:m,29,
11,3.5,,B:M,12,
12,0,,E:m,29,
12,2,,B:m,36,
13,0,,G:M,8,
13,2,,D:M,3,
14,0,,B:V,24,
14,1,,E:m,29,
14,2,,Gb:V,19,
15,0,,B:m,36,
16,0,,B:m,36,
17,0,,B:m,36,
17,1,,Gb:M,7,
