小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,A:m,34,
2,0,,F:M,6,
2,1,,G:V,20,
2,2,,C:M,1,
2,3,,D:M,3,
3,0,,G:M,8,
3,1,,C:M,1,
3,2,,D:M,3,
3,3,,E:M,5,
4,0,,A:m,34,
4,2,,D:m,27,
4,3,,E:M,5,
5,0,,A:m,34,
6,0,,F:M,6,
6,1,,G:V,20,
6,2,,C:M,1,
6,3,,D:M,3,
7,0,,G:M,8,
7,1,,C:M,1,
7,2,,D:M,3,
7,3,,E:M,5,
8,0,,A:m,34,
8,2,,D:m,27,
8,3,,E:M,5,
9,0,,A:m,34,
9,3,,C:M,1,
10,0,,Ab:d,45,
10,1,,A:m,34,
10,2,,Ab:d,45,
10,3,,A:m,34,
11,0,,E:M,5,
11,3,,E:m,29,
12,0,,A:m,34,
12,1,,G:V,20,
12,2,,C:M,1,
12,3,,A:m,34,
13,0,,D:M,3,
13,2,,G:M,8,
14,0,,C:M,1,
14,1,,D:m,27,
14,2,,Db:d,38,
14,3,,A:V,22,
15,0,,D:m,27,
15,1,,A:m,34,
15,2,,E:M,5,
16,0,,A:m,34,
16,2,,D:m,27,
16,3,,E:M,5,
17,0,,A:M,10,
