小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,B:m,36,
1,4,,D:M,3,
2,0,,Db:M,2,
2,4,,Gb:m,31,
3,0,,G:M,8,
3,2,,A:V,22,
3,4,,D:M,3,
4,0,,A:M,10,
4,4,,D:M,3,
5,0,,D:M,3,
5,2,,A:M,10,
5,4,,D:M,3,
6,0,,G:M,8,
6,2,,E:m,29,
6,4,,B:m,36,
7,0,,B:m,36,
7,2,,E:m,29,
8,0,,Gb:M,7,
9,0,,B:m,36,
9,4,,D:M,3,
10,0,,Db:M,2,
10,4,,Gb:m,31,
11,0,,G:M,8,
11,2,,A:V,22,
11,4,,D:M,3,
12,0,,A:M,10,
12,4,,D:M,3,
13,0,,D:M,3,
13,2,,A:M,10,
13,4,,D:M,3,
14,0,,G:M,8,
14,2,,E:m,29,
14,4,,B:m,36,
15,0,,B:m,36,
15,2,,E:m,29,
16,0,,Gb:M,7,
17,0,,B:m,36,
17,4,,E:m,29,
18,0,,A:M,10,
18,2,,D:M,3,
19,0,,B:m,36,
19,2,,Bb:d,47,
19,4,,B:m,36,
20,0,,Gb:M,7,
21,0,,B:m,36,
21,2,,Db:d,38,
21,4,,E:m,29,
22,0,,Gb:M,7,
22,2,,Gb:V,19,
22,4,,B:m,36,
23,0,,E:m,29,
23,2,,Gb:M,7,
24,0,,B:M,12,
