小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,A:m,34,
2,0,,D:m,27,
2,2,,E:M,5,
2,3,,A:m,34,
3,0,,A:m,34,
3,1,,E:M,5,
3,2,,A:m,34,
4,0,,G:M,8,
4,2,,C:M,1,
5,0,,F:M,6,
5,1,,D:m,27,
5,2,,E:M,5,
6,0,,A:m,34,
6,1,,D:M,3,
6,2,,E:M,5,
6,3,,A:m,34,
7,0,,D:m,27,
7,1,,E:M,5,
7,2,,A:m,34,
7,3,,F:M,6,
8,0,,C:M,1,
8,1,,A:m,34,
8,2,,D:m,27,
8,3,,C:M,1,
9,0,,A:M,10,
9,1,,D:m,27,
9,2,,A:M,10,
9,3,,G:M,8,
10,0,,C:M,1,
10,1,,D:m,27,
10,2,,F:M,6,
10,3,,C:M,1,
11,0,,E:M,5,
11,1,,E:V,17,
11,2,,A:m,34,
12,0,,B:V,24,
12,1,,E:m,29,
12,2,,A:m,34,
12,3,,G:M,8,
13,0,,C:M,1,
13,1,,A:m,34,
13,2,,D:m,27,
13,3,,G:M,8,
14,0,,C:M,1,
14,2,,F:M,6,
15,0,,C:M,1,
15,1,,F:M,6,
15,2,,G:M,8,
15,3,,G:V,20,
16,0,,C:M,1,
17,0,,E:M,5,
17,1,,A:m,34,
17,2,,D:m,27,
18,0,,A:M,10,
18,2,,G:M,8,
18,3,,C:M,1,
19,0,,F:M,6,
19,1,,C:M,1,
20,0,,F:M,6,
20,1,,C:M,1,
21,0,,G:M,8,
21,2,,C:M,1,
22,0,,C:M,1,
22,1,,E:M,5,
22,2,,A:m,34,
22,3,,D:m,27,
23,0,,F:M,6,
23,1,,D:m,27,
23,1.5,,E:V,17,
23,2,,F:M,6,
24,0,,C:M,1,
24,1,,F:M,6,
24,2,,C:M,1,
24,3,,A:V,22,
25,0,,D:m,27,
25,3,,E:m,29,
26,0,,D:m,27,
26,1,,B:d,48,
26,2,,C:M,1,
26,3,,E:m,29,
27,0,,A:V,22,
27,1,,D:m,27,
27,2,,A:m,34,
27,3,,E:M,5,
28,0,,A:M,10,
