小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,F:M,6,
2,0,,F:M,6,
2,2,,C:M,1,
2,3,,F:M,6,
3,0,,Bb:M,11,
3,1,,E:d,41,
3,2,,F:M,6,
3,3,,D:m,27,
4,0,,E:d,41,
4,1,,Bb:M,11,
4,2,,C:M,1,
4,3,,G:m,32,
5,0,,D:m,27,
5,1,,G:m,32,
5,2,,A:M,10,
5,3,,D:m,27,
6,0,,C:M,1,
6,1,,F:M,6,
6,3,,Bb:M,11,
7,0,,C:M,1,
7,1,,G:M,8,
7,2,,C:M,1,
7,3,,F:M,6,
8,0,,Bb:M,11,
8,1,,E:d,41,
8,2,,F:M,6,
8,2.5,,G:V,20,
8,3,,C:M,1,
9,0,,D:V,15,
9,1,,E:V,17,
9,2,,A:m,34,
10,0,,C:V,13,
10,1,,F:M,6,
10,2,,Bb:M,11,
10,3,,D:V,15,
11,0,,G:m,32,
11,1,,F:M,6,
11,2,,C:M,1,
12,0,,D:V,15,
12,1,,G:V,20,
12,2,,C:m,25,
12,3,,G:V,20,
13,0,,C:m,25,
13,1,,G:M,8,
13,2,,C:M,1,
