小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,D:M,3,
1,1,,B:m,36,
1,2,,A:M,10,
2,0,,D:M,3,
2,1.5,,E:V,17,
2,2,,Gb:m,31,
3,0,,B:m,36,
3,1,,E:M,5,
3,2,,E:V,17,
4,0,,A:M,10,
4,2,,D:M,3,
5,0,,E:m,29,
5,1,,D:M,3,
6,0,,A:M,10,
6,0.5,,A:V,22,
6,1,,Gb:m,31,
6,2,,B:m,36,
7,0,,E:m,29,
7,1,,A:M,10,
8,0,,D:M,3,
9,0,,D:M,3,
9,1,,B:m,36,
9,2,,A:M,10,
10,0,,D:M,3,
10,1,,B:m,36,
10,1.5,,E:V,17,
10,2,,Gb:m,31,
11,0,,B:m,36,
11,1,,E:M,5,
12,0,,A:M,10,
12,2,,D:M,3,
13,0,,E:m,29,
13,1,,D:M,3,
14,0,,A:M,10,
14,0.5,,A:V,22,
14,1,,Gb:m,31,
14,2,,B:m,36,
15,0,,E:m,29,
15,1,,A:M,10,
16,0,,D:M,3,
17,0,,A:M,10,
17,2,,Gb:m,31,
18,0,,E:m,29,
18,1,,G:M,8,
18,2,,C:M,1,
19,0,,A:m,34,
19,0.5,,Gb:m,31,
19,1,,B:M,12,
20,0,,E:m,29,
21,0,,B:M,12,
22,0,,E:m,29,
23,0,,Db:m,26,
23,2,,Gb:V,19,
24,0,,B:m,36,
24,2,,Gb:M,7,
25,0,,B:m,36,
26,0,,Db:m,26,
26,1,,Db:d,38,
26,1.5,,A:V,22,
26,2,,D:M,3,
27,0,,A:M,10,
27,2,,D:M,3,
28,0,,G:M,8,
28,2,,A:V,22,
29,0,,D:M,3,
29,1,,A:M,10,
29,2,,A:V,22,
30,0,,D:M,3,
