小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,Gb:m,31,
1,2,,B:M,12,
2,0,,Db:m,26,
2,1,,Gb:M,7,
2,2,,B:M,12,
3,0,,E:M,5,
3,2,,Gb:M,7,
4,0,,B:M,12,
5,0,,Gb:M,7,
5,1,,B:M,12,
5,2,,F:d,42,
6,0,,Gb:m,31,
7,0,,Db:m,26,
7,1,,Gb:m,31,
7,2,,Ab:M,9,
8,0,,Db:M,2,
8,2,,Gb:m,31,
9,0,,E:M,5,
9,1,,E:V,17,
9,2,,A:M,10,
10,0,,B:M,12,
10,1,,B:V,24,
10,2,,E:M,5,
11,0,,A:M,10,
11,1,,Gb:m,31,
11,2,,B:M,12,
12,0,,E:M,5,
12,2,,Db:m,26,
13,0,,Gb:m,31,
13,1,,D:M,3,
13,2,,E:V,17,
14,0,,A:M,10,
14,1,,Db:M,2,
14,2,,Db:V,14,
15,0,,Gb:m,31,
15,1,,Db:m,26,
15,2,,E:M,5,
16,0,,A:M,10,
16,2,,Ab:d,45,
17,0,,Gb:m,31,
17,1,,Db:M,2,
18,0,,Gb:M,7,
