小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:M,5,
2,0,,E:M,5,
2,1,,Gb:m,31,
2,2,,E:M,5,
2,3,,Db:m,26,
3,0,,B:V,24,
3,1,,E:M,5,
3,2,,B:M,12,
4,0,,Gb:M,7,
4,1,,Eb:m,28,
4,2,,E:M,5,
4,3,,B:M,12,
5,0,,Gb:M,7,
5,2,,B:M,12,
5,3,,E:M,5,
6,0,,E:M,5,
6,1,,Gb:m,31,
6,2,,E:M,5,
6,3,,Db:m,26,
7,0,,B:V,24,
7,1,,E:M,5,
7,2,,B:M,12,
8,0,,Gb:M,7,
8,1,,Eb:M,4,
8,2,,E:M,5,
8,3,,Ab:m,33,
9,0,,Gb:M,7,
9,2,,B:M,12,
9,3,,E:M,5,
10,0,,Db:m,26,
10,1,,Gb:m,31,
10,2,,A:M,10,
10,3,,B:M,12,
11,0,,Gb:m,31,
11,1,,E:M,5,
11,2,,B:M,12,
11,3,,Ab:m,33,
12,0,,A:M,10,
12,1,,E:M,5,
12,2,,Gb:m,31,
12,3,,A:M,10,
13,0,,E:M,5,
13,1,,B:M,12,
13,2,,E:M,5,
