小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,G:m,32,
2,0,,C:m,25,
2,1,,A:m,34,
2,2,,G:m,32,
2,3,,C:m,25,
3,0,,D:M,3,
3,3,,D:V,15,
4,0,,G:m,32,
4,1,,A:m,34,
4,2,,G:m,32,
4,3,,A:d,46,
5,0,,D:M,3,
6,0,,G:m,32,
6,1,,F:M,6,
6,2,,Bb:M,11,
7,0,,C:m,25,
7,1,,F:M,6,
7,2,,D:M,3,
8,0,,G:m,32,
8,1,,F:M,6,
8,2,,Bb:M,11,
8,3,,G:m,32,
9,0,,C:m,25,
9,1,,F:M,6,
9,2,,Bb:M,11,
10,0,,F:M,6,
10,1,,Bb:M,11,
10,2,,D:M,3,
10,3,,G:m,32,
11,0,,C:V,13,
11,2,,F:M,6,
12,0,,Bb:M,11,
12,1,,D:V,15,
12,2,,G:m,32,
12,3,,C:m,25,
13,0,,D:M,3,
13,1,,D:V,15,
13,2,,G:M,8,
