小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,D:M,3,
2,0,,G:M,8,
2,1,,Gb:d,43,
2,2,,G:M,8,
3,0,,C:M,1,
4,0,,D:M,3,
4,2,,G:M,8,
4,3,,D:V,15,
5,0,,G:M,8,
5,1,,D:V,15,
5,2,,G:M,8,
6,0,,C:M,1,
6,1,,A:m,34,
6,2,,D:M,3,
6,3,,D:V,15,
7,0,,G:M,8,
7,3,,D:M,3,
8,0,,G:M,8,
8,1,,Db:d,38,
8,2,,D:M,3,
8,3,,E:m,29,
9,0,,D:M,3,
9,1,,A:M,10,
9,2,,D:M,3,
10,0,,G:M,8,
11,0,,C:M,1,
11,3,,E:M,5,
12,0,,A:M,10,
13,0,,D:M,3,
13,3,,G:M,8,
14,0,,C:M,1,
14,1,,G:M,8,
14,2,,A:m,34,
14,3,,Eb:d,40,
15,0,,E:m,29,
15,3,,D:M,3,
16,0,,G:M,8,
16,1,,C:M,1,
16,3,,D:M,3,
17,0,,G:M,8,
