小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,Bb:M,11,
1,2,,F:M,6,
2,0,,Bb:M,11,
2,2,,G:m,32,
3,0,,F:M,6,
3,2,,F:V,18,
4,0,,Bb:M,11,
4,1,,C:m,25,
4,2,,Bb:M,11,
5,0,,F:M,6,
5,1,,F:V,18,
5,2,,Bb:M,11,
6,0,,Bb:M,11,
6,2,,F:M,6,
7,0,,Bb:M,11,
7,2,,G:m,32,
8,0,,F:M,6,
8,2,,F:V,18,
9,0,,Bb:M,11,
9,1,,C:m,25,
9,2,,Bb:M,11,
10,0,,F:M,6,
10,2,,Bb:M,11,
11,0,,Bb:M,11,
11,1,,F:M,6,
11,2,,Bb:M,11,
12,0,,Eb:M,4,
13,0,,Bb:M,11,
13,1,,Eb:M,4,
13,2,,F:M,6,
14,0,,D:m,27,
14,1,,G:m,32,
14,2,,Eb:M,4,
15,0,,F:M,6,
16,0,,Bb:M,11,
16,1,,C:M,1,
16,2,,Gb:d,43,
17,0,,G:m,32,
17,1,,F:M,6,
17,2,,Bb:M,11,
18,0,,F:M,6,
18,2,,Bb:M,11,
