小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,A:m,34,
2,0,,C:M,1,
2,1,,F:M,6,
2,2,,C:M,1,
3,0,,G:M,8,
3,1,,A:m,34,
3,1.5,,D:V,15,
3,2,,C:M,1,
3,3,,G:M,8,
4,0,,C:M,1,
5,0,,G:M,8,
5,1,,A:m,34,
5,2,,E:m,29,
6,0,,A:m,34,
6,1,,Ab:d,45,
6,3,,A:m,34,
7,0,,D:m,27,
7,1,,E:M,5,
7,2,,A:m,34,
7,3.5,,C:M,1,
8,0,,C:M,1,
8,1,,F:M,6,
8,2,,C:M,1,
9,0,,G:M,8,
9,1,,A:m,34,
9,2,,C:M,1,
9,3,,G:M,8,
10,0,,C:M,1,
11,0,,G:M,8,
11,1,,A:m,34,
11,2,,E:m,29,
12,0,,A:m,34,
12,1,,Ab:d,45,
12,3,,A:m,34,
13,0,,D:m,27,
13,1,,E:M,5,
13,2,,A:m,34,
14,0,,D:m,27,
14,2,,E:M,5,
14,3,,A:m,34,
15,0,,D:m,27,
15,1,,A:V,22,
15,2,,D:m,27,
15,3,,E:M,5,
16,0,,F:M,6,
16,1,,G:M,8,
16,2,,C:M,1,
17,0,,D:V,15,
17,1,,E:M,5,
17,2,,A:m,34,
18,0,,G:M,8,
18,1,,A:M,10,
18,2,,E:m,29,
18,3,,A:M,10,
19,0,,D:m,27,
19,2,,A:M,10,
19,3,,F:M,6,
20,0,,G:V,20,
20,1,,C:M,1,
20,3,,G:M,8,
21,0,,C:M,1,
21,2,,D:M,3,
21,3,,E:M,5,
22,0,,A:m,34,
22,2,,F:M,6,
22,3,,C:M,1,
23,0,,D:m,27,
23,1,,E:M,5,
23,2,,A:M,10,
