小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,F:M,6,
1,1,,Bb:M,11,
1,2,,A:m,34,
1,3,,D:m,27,
2,0,,G:m,32,
2,1,,F:M,6,
2,2,,C:M,1,
3,0,,F:M,6,
3,1,,Bb:M,11,
3,2,,C:M,1,
3,3,,F:M,6,
4,0,,Bb:M,11,
4,1,,C:M,1,
4,2,,F:M,6,
5,0,,F:M,6,
5,1,,Bb:M,11,
5,2,,A:m,34,
5,3,,D:m,27,
6,0,,G:m,32,
6,1,,F:M,6,
6,2,,C:M,1,
7,0,,F:M,6,
7,1,,Bb:M,11,
7,2,,C:M,1,
7,3,,F:M,6,
8,0,,Bb:M,11,
8,1,,C:M,1,
8,2,,F:M,6,
9,0,,C:M,1,
9,1,,Gb:d,43,
9,2,,G:m,32,
9,3,,Eb:M,4,
10,0,,C:m,25,
10,1,,D:M,3,
10,2,,G:m,32,
11,0,,G:m,32,
11,1,,C:m,25,
11,2,,D:m,27,
11,3,,Bb:M,11,
12,0,,Eb:M,4,
12,1,,F:M,6,
12,2,,Bb:M,11,
13,0,,F:M,6,
13,1,,G:m,32,
13,2,,A:m,34,
13,3,,D:m,27,
14,0,,G:m,32,
14,1,,F:M,6,
14,2,,C:M,1,
15,0,,F:M,6,
15,1,,Bb:M,11,
15,2,,F:M,6,
16,0,,F:M,6,
16,1,,C:M,1,
16,2,,F:M,6,
