小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:M,5,
2,0,,E:M,5,
2,1,,B:M,12,
2,2,,A:M,10,
2,3,,E:V,17,
3,0,,A:M,10,
3,0.5,,Gb:m,31,
3,1,,G:M,8,
3,2,,D:M,3,
3,3,,B:M,12,
4,0,,E:M,5,
4,2,,Db:m,26,
4,3,,Gb:V,19,
5,0,,B:M,12,
5,1,,Gb:M,7,
5,2,,B:M,12,
5,3,,E:M,5,
6,0,,E:M,5,
6,1,,B:V,24,
6,2,,A:M,10,
6,3,,E:V,17,
7,0,,A:M,10,
7,0.5,,Gb:m,31,
7,1,,G:M,8,
7,2,,D:M,3,
7,3,,B:M,12,
8,0,,E:M,5,
8,2,,Db:m,26,
8,3,,Gb:V,19,
9,0,,B:M,12,
9,1,,Gb:M,7,
9,2,,B:M,12,
9,3,,E:M,5,
10,0,,Db:m,26,
10,1,,B:M,12,
10,2,,Gb:M,7,
10,3,,B:M,12,
11,0,,E:M,5,
11,1,,Gb:M,7,
11,2,,B:M,12,
11,3,,E:M,5,
12,0,,E:M,5,
12,0.5,,A:M,10,
12,1,,B:m,36,
12,2,,Db:V,14,
12,3,,Db:M,2,
13,0,,Db:V,14,
13,1,,Gb:m,31,
13,2,,Db:M,2,
14,0,,Gb:m,31,
14,1,,Eb:d,40,
14,2,,E:M,5,
14,3,,B:M,12,
15,0,,Bb:d,47,
15,1,,B:M,12,
15,2,,E:M,5,
