小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:M,5,
1,2,,A:M,10,
1,3,,Gb:m,31,
2,0,,B:M,12,
2,2,,E:M,5,
3,0,,B:M,12,
3,1,,Gb:M,7,
3,2,,Gb:V,19,
3,3,,B:M,12,
4,0,,Gb:V,19,
4,1,,B:M,12,
4,2,,Db:m,26,
4,3,,Gb:M,7,
5,0,,B:M,12,
5,2,,E:M,5,
6,0,,A:M,10,
6,1,,Gb:m,31,
6,2,,B:V,24,
6,3,,D:M,3,
7,0,,E:M,5,
7,2,,Ab:m,33,
7,3,,Db:V,14,
7,3.5,,Db:m,26,
8,0,,Gb:m,31,
8,1,,Db:m,26,
8,2,,B:m,36,
8,3,,E:M,5,
9,0,,Gb:m,31,
9,1,,B:M,12,
9,2,,E:M,5,
10,0,,E:M,5,
10,2,,A:M,10,
11,0,,Gb:m,31,
11,1,,Ab:M,9,
11,2,,Db:m,26,
12,0,,Ab:m,33,
12,1,,E:M,5,
12,2,,B:V,24,
12,3,,Db:m,26,
13,0,,B:M,12,
13,2,,E:M,5,
