小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,F:M,6,
2,0,,F:M,6,
2,1,,C:M,1,
2,2,,F:M,6,
2,3,,C:m,25,
3,0,,Bb:M,11,
3,1,,F:M,6,
3,2,,G:m,32,
3,3,,C:M,1,
4,0,,F:M,6,
4,3,,G:M,8,
5,0,,C:M,1,
5,1,,G:M,8,
5,2,,C:M,1,
5,3,,F:M,6,
6,0,,F:M,6,
6,1,,C:M,1,
6,2,,F:M,6,
6,3,,C:m,25,
7,0,,Bb:M,11,
7,0.5,,F:M,6,
7,2,,G:m,32,
7,3,,C:M,1,
8,0,,F:M,6,
8,3,,G:M,8,
9,0,,C:M,1,
9,1,,G:M,8,
9,2,,C:M,1,
9,3,,F:M,6,
10,0,,D:m,27,
10,1,,C:M,1,
10,2,,G:M,8,
10,3,,C:M,1,
11,0,,F:M,6,
11,1,,G:M,8,
11,2,,C:M,1,
11,3,,F:M,6,
12,0,,F:M,6,
12,2,,Bb:M,11,
12,3,,D:m,27,
13,0,,C:M,1,
13,1,,G:m,32,
13,2,,D:M,3,
13,3,,F:M,6,
14,0,,C:M,1,
14,1,,Bb:M,11,
14,2,,F:M,6,
14,3,,C:M,1,
15,0,,G:m,32,
15,1,,C:M,1,
15,2,,F:M,6,
