小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,G:M,8,
2,0,,C:m,25,
2,2,,F:V,18,
2,3,,G:M,8,
3,0,,C:m,25,
3,1,,G:M,8,
3,2,,C:m,25,
4,0,,G:m,32,
4,1,,C:m,25,
5,0,,G:m,32,
5,1,,D:V,15,
5,2,,G:M,8,
6,0,,C:m,25,
6,2,,F:V,18,
6,3,,G:M,8,
7,0,,C:m,25,
7,1,,G:M,8,
7,2,,C:m,25,
8,0,,G:m,32,
8,1,,C:m,25,
9,0,,G:m,32,
9,1,,D:V,15,
9,2,,G:M,8,
9,3,,G:m,32,
10,0,,Bb:M,11,
10,2,,Eb:M,4,
10,3,,C:m,25,
11,0,,Eb:M,4,
11,1,,Bb:M,11,
11,2,,Eb:M,4,
11,3,,C:m,25,
12,0,,G:M,8,
12,1,,C:m,25,
12,2,,F:m,30,
13,0,,G:M,8,
13,2,,C:m,25,
13,3,,G:M,8,
14,0,,C:m,25,
14,1,,F:m,30,
14,2,,Eb:M,4,
14,3,,C:m,25,
15,0,,Bb:M,11,
15,1,,C:V,13,
15,2,,F:M,6,
16,0,,Bb:M,11,
16,1,,C:m,25,
16,3,,G:m,32,
17,0,,D:M,3,
17,1,,Eb:M,4,
17,2,,C:m,25,
17,3,,D:M,3,
18,0,,G:M,8,
