小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,G:m,32,
1,2,,F:M,6,
2,0,,Bb:M,11,
2,1,,D:V,15,
2,2,,G:m,32,
2,3,,D:M,3,
3,0,,Eb:M,4,
3,1,,F:V,18,
3,2,,Bb:M,11,
3,3,,G:m,32,
4,0,,C:m,25,
4,2,,F:M,6,
5,0,,Bb:M,11,
6,0,,Bb:M,11,
7,0,,F:M,6,
7,2,,C:m,25,
8,0,,G:m,32,
8,2,,D:M,3,
9,0,,G:m,32,
10,0,,G:m,32,
10,2,,F:M,6,
11,0,,Bb:M,11,
11,3,,D:M,3,
12,0,,Eb:V,16,
12,1,,A:d,46,
12,2,,Bb:M,11,
13,0,,C:m,25,
13,2,,F:M,6,
14,0,,Bb:M,11,
15,0,,Bb:M,11,
16,0,,F:M,6,
17,0,,F:M,6,
17,2,,C:M,1,
18,0,,G:m,32,
18,2,,D:m,27,
18,3,,A:d,46,
19,0,,G:M,8,
19,2,,C:m,25,
19,3,,G:V,20,
20,0,,C:m,25,
21,0,,C:m,25,
21,2,,G:M,8,
22,0,,G:M,8,
