小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,B:m,36,
2,0,,B:V,24,
2,1,,F:d,42,
2,2,,Gb:m,31,
3,0,,A:M,10,
3,1,,E:m,29,
3,2,,B:M,12,
3,3,,B:m,36,
4,0,,E:m,29,
4,1,,Gb:m,31,
4,2,,G:M,8,
4,3,,D:M,3,
5,0,,D:M,3,
5,1,,A:M,10,
5,2,,D:M,3,
5,3,,G:M,8,
6,0,,A:M,10,
6,1,,A:V,22,
6,2,,D:M,3,
6,3,,A:M,10,
7,0,,D:M,3,
7,1,,Ab:d,45,
7,2,,A:M,10,
8,0,,D:M,3,
8,2,,G:M,8,
8,3,,C:M,1,
9,0,,Gb:d,43,
9,1,,E:m,29,
9,2,,B:M,12,
9,3,,B:m,36,
10,0,,A:M,10,
10,1,,E:m,29,
10,2,,D:M,3,
10,3,,A:M,10,
11,0,,E:m,29,
11,1,,A:M,10,
11,2,,D:M,3,
11,3,,A:M,10,
12,0,,D:M,3,
12,2,,G:M,8,
12,3,,E:m,29,
13,0,,B:V,24,
13,1,,E:m,29,
13,2,,B:M,12,
13,3,,E:m,29,
14,0,,G:M,8,
14,1,,A:V,22,
14,2,,D:M,3,
14,3,,A:M,10,
15,0,,D:M,3,
15,3,,A:M,10,
16,0,,D:M,3,
16,2,,G:M,8,
17,0,,D:M,3,
17,1,,A:M,10,
17,2,,D:M,3,
