小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,Bb:M,11,
2,0,,Eb:M,4,
2,1,,A:d,46,
2,2,,Bb:M,11,
2,3,,F:M,6,
3,0,,Eb:M,4,
3,1,,F:V,18,
3,2,,Bb:M,11,
4,0,,Bb:M,11,
4,2,,F:M,6,
4,3,,D:m,27,
5,0,,G:m,32,
5,1,,C:V,13,
5,2,,F:M,6,
5,3,,D:m,27,
6,0,,G:m,32,
6,1,,F:M,6,
6,2,,Bb:M,11,
7,0,,F:M,6,
7,3,,D:M,3,
8,0,,G:m,32,
8,1,,F:M,6,
8,2,,Bb:M,11,
8,3,,G:V,20,
9,0,,C:m,25,
9,2,,G:M,8,
9,3,,Bb:M,11,
10,0,,F:M,6,
10,3,,D:m,27,
11,0,,Bb:M,11,
11,1,,C:V,13,
11,2,,F:M,6,
11,3,,F:V,18,
12,0,,Bb:M,11,
12,1,,C:m,25,
12,2,,Bb:M,11,
12,3,,C:m,25,
13,0,,Bb:M,11,
13,1,,F:M,6,
13,2,,Bb:M,11,
