小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:V,17,
1,2,,A:m,34,
1,3,,Ab:d,45,
2,0,,A:m,34,
2,1,,G:M,8,
2,2,,C:M,1,
2,3,,A:m,34,
3,0,,E:M,5,
4,0,,A:m,34,
4,1,,G:V,20,
4,2,,C:M,1,
4,3,,F:M,6,
5,0,,C:M,1,
5,1,,D:m,27,
5,2,,E:M,5,
6,0,,E:V,17,
6,2,,A:m,34,
6,3,,Ab:d,45,
7,0,,A:m,34,
7,1,,G:M,8,
7,2,,C:M,1,
7,3,,A:m,34,
8,0,,E:M,5,
9,0,,A:m,34,
9,1,,G:V,20,
9,2,,C:M,1,
9,3,,F:M,6,
10,0,,C:M,1,
10,1,,D:m,27,
10,2,,E:M,5,
11,0,,A:m,34,
11,2,,G:M,8,
11,3,,A:m,34,
12,0,,G:M,8,
12,1,,D:m,27,
12,3,,E:M,5,
13,0,,A:m,34,
14,0,,E:m,29,
14,1,,C:M,1,
14,2,,G:M,8,
14,3,,C:M,1,
15,0,,G:M,8,
15,1,,D:V,15,
15,2,,G:M,8,
16,0,,C:M,1,
16,2,,A:M,10,
16,3,,E:M,5,
17,0,,F:M,6,
17,1,,C:M,1,
17,2,,G:m,32,
17,3,,D:m,27,
18,0,,E:V,17,
18,1,,A:m,34,
18,2,,E:M,5,
