小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,F:m,30,
1,1,,F:V,18,
1,2,,Bb:m,35,
1,3,,F:m,30,
2,0,,Bb:m,35,
2,1,,C:M,1,
2,2,,F:m,30,
3,0,,F:m,30,
3,1.5,,Bb:m,35,
3,2,,Ab:M,9,
4,0,,Bb:m,35,
4,1,,Eb:M,4,
4,2,,Ab:M,9,
5,0,,Db:M,2,
5,1,,G:m,32,
5,2,,C:V,13,
5,3,,Db:M,2,
6,0,,Bb:m,35,
6,1,,C:M,1,
6,2,,F:m,30,
7,0,,F:M,6,
7,2,,Bb:m,35,
8,0,,Eb:M,4,
8,2,,Ab:M,9,
9,0,,Db:M,2,
9,2,,Bb:m,35,
10,0,,C:d,37,
10,1,,F:M,6,
10,2,,Bb:m,35,
11,0,,C:V,13,
11,1,,F:m,30,
11,2,,G:m,32,
11,3,,F:m,30,
12,0,,Bb:m,35,
12,1,,C:M,1,
12,2,,F:m,30,
13,0,,F:m,30,
13,2,,C:m,25,
14,0,,G:M,8,
14,2,,C:M,1,
15,0,,F:M,6,
15,2,,Bb:m,35,
15,3,,Ab:M,9,
16,0,,Eb:M,4,
16,2,,Ab:M,9,
17,0,,Db:M,2,
17,2,,Bb:m,35,
18,0,,Eb:M,4,
18,2,,C:m,25,
19,0,,F:m,30,
20,0,,C:M,1,
20,2,,F:M,6,
