小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,D:M,3,
2,0,,G:m,32,
2,1,,Gb:d,43,
2,2,,G:m,32,
3,0,,D:M,3,
3,1,,G:m,32,
3,2,,D:M,3,
3,3,,Ab:M,9,
4,0,,Db:d,38,
4,1,,D:M,3,
4,2,,Db:d,38,
4,3,,D:V,15,
5,0,,G:m,32,
5,1,,D:M,3,
5,2,,G:m,32,
5,3,,D:M,3,
6,0,,G:m,32,
6,1,,Gb:d,43,
6,2,,G:m,32,
7,0,,D:M,3,
7,1,,G:m,32,
7,2,,D:M,3,
7,3,,Ab:M,9,
8,0,,Db:d,38,
8,1,,D:M,3,
8,2,,Db:d,38,
8,3,,D:V,15,
9,0,,G:m,32,
9,1,,D:M,3,
9,2,,G:m,32,
10,0,,A:M,10,
10,1,,D:m,27,
10,2,,A:M,10,
10,3,,D:m,27,
11,0,,D:m,27,
11,1,,G:m,32,
11,2,,A:M,10,
11,3,,D:m,27,
12,0,,Eb:M,4,
12,1,,Bb:M,11,
12,2,,F:M,6,
12,2.5,,F:V,18,
12,3,,D:V,15,
13,0,,G:m,32,
13,0.5,,C:m,25,
13,1,,D:M,3,
13,2,,G:m,32,
14,0,,D:M,3,
14,1,,G:m,32,
14,2,,C:m,25,
14,3,,G:V,20,
15,0,,C:m,25,
15,1,,G:m,32,
15,2,,A:M,10,
15,2.5,,D:m,27,
15,3,,A:M,10,
16,0,,D:M,3,
