小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,A:m,34,
2,0,,A:m,34,
2,1,,E:m,29,
2,2,,F:M,6,
2,3,,C:M,1,
3,0,,D:m,27,
3,2,,E:M,5,
4,0,,A:m,34,
4,1,,F:M,6,
4,2,,B:d,48,
4,3,,E:M,5,
5,0,,A:m,34,
6,0,,A:m,34,
6,1,,E:m,29,
6,2,,F:M,6,
6,3,,E:m,29,
7,0,,D:m,27,
7,2,,E:M,5,
8,0,,A:m,34,
8,1,,F:M,6,
8,2,,B:d,48,
8,3,,E:M,5,
9,0,,A:m,34,
10,0,,D:m,27,
10,1,,A:m,34,
10,2,,F:M,6,
10,3,,B:d,48,
11,0,,C:M,1,
12,0,,F:M,6,
12,1,,Db:d,38,
12,2,,D:m,27,
13,0,,A:M,10,
13,3,,C:M,1,
14,0,,G:M,8,
15,0,,A:m,34,
15,1,,D:M,3,
15,2,,G:M,8,
15,3,,E:M,5,
16,0,,F:M,6,
16,1,,C:M,1,
16,2,,D:m,27,
16,3,,G:M,8,
17,0,,C:M,1,
17,1,,A:m,34,
17,2,,E:M,5,
