小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,E:m,29,
2,0,,E:m,29,
2,2,,D:M,3,
2,3,,Db:m,26,
3,0,,B:m,36,
3,1,,Gb:M,7,
3,2,,B:m,36,
4,0,,G:M,8,
4,1,,E:m,29,
4,2,,Gb:M,7,
4,3,,Gb:V,19,
5,0,,B:M,12,
5,3,,Gb:V,19,
6,0,,B:m,36,
6,1,,A:M,10,
6,2,,D:M,3,
6,3,,G:M,8,
7,0,,A:m,34,
7,1,,E:m,29,
7,2,,A:m,34,
7,3,,B:M,12,
8,0,,E:m,29,
8,3,,B:M,12,
9,0,,E:m,29,
9,1,,Bb:d,47,
9,2,,B:M,12,
10,0,,G:M,8,
10,1,,C:M,1,
10,2,,G:M,8,
10,3,,E:m,29,
11,0,,G:M,8,
11,1,,D:M,3,
11,2,,G:M,8,
11,3,,A:m,34,
12,0,,G:M,8,
12,1,,C:M,1,
12,2,,G:M,8,
12,3,,E:m,29,
13,0,,C:d,37,
13,0.5,,C:M,1,
13,1,,B:M,12,
13,2,,E:M,5,
