小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,D:m,27,
1,1,,A:m,34,
1,2,,Bb:M,11,
1,3,,E:d,41,
2,0,,F:M,6,
2,1,,G:M,8,
2,2,,C:M,1,
3,0,,A:m,34,
3,1,,F:M,6,
3,2,,D:m,27,
4,0,,G:m,32,
4,2,,A:M,10,
5,0,,D:m,27,
5,1,,D:M,3,
5,2,,G:m,32,
5,3,,E:M,5,
6,0,,D:m,27,
6,1,,Bb:M,11,
6,2,,E:M,5,
7,0,,A:m,34,
7,1,,C:m,25,
7,2,,D:V,15,
7,3,,G:m,32,
8,0,,Eb:M,4,
8,1,,C:m,25,
8,2,,D:M,3,
9,0,,D:m,27,
9,1,,G:V,20,
9,2,,C:V,13,
9,3,,A:m,34,
10,0,,D:V,15,
10,1,,E:M,5,
10,2,,A:M,10,
11,0,,Db:d,38,
11,1,,D:m,27,
11,2,,Db:d,38,
11,3,,D:m,27,
12,0,,A:M,10,
12,1.5,,A:V,22,
12,2,,Bb:M,11,
13,0,,F:M,6,
13,1,,G:V,20,
13,2,,C:M,1,
13,3,,A:M,10,
14,0,,D:m,27,
14,1,,C:V,13,
14,2,,A:M,10,
15,0,,D:m,27,
15,1,,Bb:M,11,
15,2,,Db:d,38,
15,3,,D:m,27,
16,0,,D:m,27,
16,1,,A:M,10,
16,2,,D:M,3,
