小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,A:M,10,
1,1,,D:M,3,
1,2,,Db:m,26,
1,3,,Gb:m,31,
2,0,,B:m,36,
2,1,,A:M,10,
2,2,,E:M,5,
2,3,,A:M,10,
3,0,,A:M,10,
3,1,,D:M,3,
3,2,,E:M,5,
3,3,,A:M,10,
4,0,,E:M,5,
4,2,,A:M,10,
5,0,,A:M,10,
5,1,,D:M,3,
5,2,,Db:m,26,
5,3,,Gb:m,31,
6,0,,B:m,36,
6,1,,A:M,10,
6,2,,E:M,5,
6,3,,A:M,10,
7,0,,A:M,10,
7,1,,D:M,3,
7,2,,E:M,5,
7,3,,A:M,10,
8,0,,E:M,5,
8,2,,A:M,10,
9,0,,E:M,5,
9,1,,Bb:d,47,
9,2,,B:m,36,
10,0,,Gb:M,7,
10,2,,B:m,36,
11,0,,B:m,36,
11,1,,A:M,10,
11,2,,D:M,3,
12,0,,A:M,10,
12,2,,D:M,3,
13,0,,A:M,10,
13,1,,D:V,15,
13,2,,E:M,5,
13,3,,Db:m,26,
14,0,,D:M,3,
14,1,,A:M,10,
14,2,,E:M,5,
15,0,,A:M,10,
15,1,,D:M,3,
15,2,,A:M,10,
16,0,,E:M,5,
16,2,,A:M,10,
