小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,Db:M,2,
1,0.66667,,Db:m,26,
1,1,,Db:M,2,
1,1.6667,,Db:m,26,
1,2,,Db:M,2,
1,2.6667,,Db:m,26,
1,3,,Db:M,2,
1,3.6667,,Db:m,26,
2,0,,B:M,12,
3,0,,A:M,10,
3,2,,Gb:m,31,
3,2.6667,,Gb:M,7,
3,3,,Gb:m,31,
3,3.6667,,Gb:M,7,
4,0,,Ab:M,9,
4,0.66667,,Ab:V,21,
4,1,,Ab:M,9,
4,3,,Ab:V,21,
4,3.6667,,Ab:M,9,
5,0,,Db:m,26,
5,0.66667,,Db:M,2,
5,1.6667,,Db:m,26,
5,2,,Db:M,2,
5,2.6667,,Db:m,26,
5,3,,Db:M,2,
5,3.6667,,Db:m,26,
6,0,,C:M,1,
6,0.325,,Ab:M,9,
6,0.66667,,C:d,37,
6,1,,C:M,1,
6,1.325,,Ab:M,9,
6,1.6667,,C:d,37,
6,2,,C:M,1,
6,2.325,,Ab:M,9,
6,2.6667,,C:d,37,
6,3,,C:M,1,
6,3.325,,Ab:M,9,
6,3.6667,,C:d,37,
6,3.75,,Ab:V,21,
7,0,,Db:M,2,
7,0.66667,,Db:m,26,
7,1,,Db:M,2,
7,1.6667,,Db:m,26,
7,2,,Gb:m,31,
8,0,,B:M,12,
8,0.66667,,E:M,5,
8,1,,B:M,12,
8,1.6667,,E:M,5,
8,2,,B:V,24,
8,2.6667,,B:M,12,
8,3,,B:V,24,
8,3.6667,,B:M,12,
9,0,,E:M,5,
