小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,F:M,6,
1,2.5,,C:M,1,
1,3,,G:m,32,
1,3.5,,A:M,10,
1,3.75,,G:M,8,
2,0,,F:M,6,
2,1,,C:M,1,
2,1.5,,D:M,3,
2,1.75,,C:M,1,
2,2,,A:m,34,
2,2.75,,F:M,6,
2,3,,Bb:M,11,
2,3.5,,Gb:d,43,
2,3.75,,Bb:M,11,
3,0,,F:M,6,
3,0.75,,A:M,10,
3,1,,Bb:M,11,
3,1.25,,E:d,41,
3,1.5,,F:M,6,
3,1.75,,C:M,1,
3,2,,F:M,6,
3,3,,A:d,46,
3,3.75,,F:M,6,
4,0,,Bb:M,11,
4,1,,B:d,48,
4,1.25,,G:M,8,
4,1.5,,D:m,27,
4,2,,C:M,1,
4,2.25,,F:M,6,
4,3,,C:M,1,
5,0,,A:M,10,
5,0.25,,F:M,6,
5,1.5,,A:M,10,
5,1.75,,F:M,6,
5,2,,Bb:M,11,
5,3,,C:M,1,
5,3.5,,D:m,27,
6,0,,C:M,1,
6,0.25,,F:M,6,
6,2,,C:M,1,
6,2.5,,G:V,20,
6,3,,C:M,1,
7,0,,F:M,6,
7,1,,Bb:M,11,
7,2,,D:m,27,
7,2.25,,F:M,6,
7,3,,D:m,27,
7,3.25,,Bb:M,11,
8,0,,F:M,6,
8,2,,G:M,8,
8,3.5,,F:M,6,
