小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,Ab:M,9,
2,0,,Db:M,2,
4,0,,C:M,1,
4,1,,Ab:M,9,
4,2,,Ab:V,21,
5,0,,Ab:M,9,
6,0,,Db:M,2,
8,0,,Eb:M,4,
8,1,,Eb:V,16,
8,2,,Eb:M,4,
9,0,,Ab:M,9,
9,2,,G:M,8,
9,2.5,,Ab:M,9,
10,0,,Db:M,2,
12,0,,C:M,1,
12,0.5,,Ab:M,9,
12,2,,Ab:V,21,
13,0,,Ab:M,9,
14,0,,Db:M,2,
15,0,,A:M,10,
16,0,,E:M,5,
16,1,,E:V,17,
16,2,,E:M,5,
17,0,,A:M,10,
17,2,,Ab:M,9,
17,2.5,,A:M,10,
18,0,,D:M,3,
20,0,,A:M,10,
22,0,,A:V,22,
22,1,,A:M,10,
23,0,,Ab:M,9,
23,1,,Db:M,2,
24,0,,Ab:M,9,
24,1,,Ab:V,21,
24,2,,Ab:M,9,
25,0,,Db:M,2,
