小節,拍數(onset),調性,和弦,和弦編號,備註
1,0,,D:M,3,
1,2.875,,Gb:M,7,
1,3,,D:M,3,
1,4.5,,Db:d,38,
1,4.875,,Gb:m,31,
1,5,,Db:d,38,
1,5.625,,A:M,10,
1,5.75,,Db:d,38,
1,5.875,,A:M,10,
2,0,,D:M,3,
2,0.875,,Gb:m,31,
2,1,,D:M,3,
2,1.5,,A:M,10,
2,1.625,,A:V,22,
2,1.75,,E:m,29,
2,1.875,,A:V,22,
2,2.25,,E:m,29,
2,2.625,,A:V,22,
2,2.75,,A:M,10,
2,2.875,,E:m,29,
2,3,,D:M,3,
2,4.5,,G:M,8,
3,0,,A:M,10,
3,0.875,,A:V,22,
3,1,,A:M,10,
3,1.5,,B:m,36,
3,2,,G:M,8,
3,3,,A:V,22,
3,4,,Gb:m,31,
3,4.5,,E:m,29,
3,4.75,,G:M,8,
3,5,,E:m,29,
3,5.5,,G:M,8,
4,0,,Db:d,38,
4,1.5,,B:m,36,
4,1.625,,D:M,3,
4,1.75,,Gb:M,7,
4,2,,E:M,5,
4,2.125,,D:M,3,
4,2.25,,Gb:M,7,
4,2.375,,E:M,5,
4,2.5,,D:M,3,
4,3.125,,Gb:m,31,
4,3.25,,D:M,3,
4,3.625,,Db:M,2,
4,3.75,,D:M,3,
4,3.875,,Db:M,2,
4,4,,Gb:M,7,
4,4.125,,B:m,36,
4,4.25,,Gb:d,43,
4,4.375,,D:M,3,
4,4.5,,G:M,8,
4,4.625,,G:m,32,
4,4.75,,G:M,8,
4,4.875,,G:m,32,
4,5,,Eb:M,4,
4,5.5,,E:m,29,
4,5.625,,G:M,8,
5,0,,D:M,3,
5,0.125,,A:M,10,
5,0.375,,D:M,3,
5,0.5,,A:M,10,
5,0.625,,Gb:M,7,
5,0.75,,D:M,3,
5,0.875,,Db:M,2,
5,1,,D:M,3,
5,1.125,,A:M,10,
5,3,,D:M,3,
5,3.125,,Gb:M,7,
5,3.25,,D:M,3,
5,3.875,,Gb:M,7,
